"input","LION name","LION ID","match"
"[#0840] PC O-40:5|PC O-18:0_22:5","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0841] PC O-40:7","PC(O-40:7)","LION:0001331","direct"
"[#0842] PC O-40:8","PC(O-40:8)","LION:0001330","direct"
"[#0843] PC O-40:9","PC(O-40:9)","LION:0052852","direct"
"[#0844] PC O-41:10","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0845] PC O-41:11","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0846] PC O-41:3","PC(O-41:3)","LION:0052829","direct"
"[#0847] PC O-41:4","PC(O-41:4)","LION:0052830","direct"
"[#0848] PC O-41:5","PC(O-41:5)","LION:0052831","direct"
"[#0849] PC O-41:5|PC O-19:0_22:5","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0850] PC O-41:7","PC(O-41:7)","LION:0052833","direct"
"[#0851] PC O-41:8","PC(O-41:8)","LION:0052834","direct"
"[#0852] PC O-41:9","PC(O-41:9)","LION:0052864","direct"
"[#0853] PC O-42:10","PC(O-42:10)","LION:0001334","direct"
"[#0854] PC O-42:11","PC(O-42:11)","LION:0052868","direct"
"[#0855] PC O-42:3","PC(O-42:3)","LION:0001340","direct"
"[#0856] PC O-42:4|PC O-25:0_17:4","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0857] PC O-42:5","PC(O-42:5)","LION:0001338","direct"
"[#0858] PC O-42:9","PC(O-42:9)","LION:0001335","direct"
"[#0859] PC O-43:11","1-alkyl,2-acylglycerophosphocholines [GP0102]","LION:0000031","smart matching"
"[#0860] PC O-43:4","PC(O-43:4)","LION:0052840","direct"
"[#0861] PC O-43:7","PC(O-43:7)","LION:0052843","direct"
"[#0862] PC O-44:4","PC(O-44:4)","LION:0001346","direct"
"[#0863] PC O-44:5","PC(O-44:5)","LION:0001345","direct"
"[#0864] PE 30:5","diacylglycerophosphoethanolamines [GP0201]","LION:0000038","smart matching"
"[#0865] PE 36:3;O3|PE 18:1_18:2;O3","diacylglycerophosphoethanolamines [GP0201]","LION:0000038","smart matching"
"[#0866] PE 38:4|PE 16:0_22:4","diacylglycerophosphoethanolamines [GP0201]","LION:0000038","smart matching"
"[#0867] PE 40:4|PE 18:0_22:4","diacylglycerophosphoethanolamines [GP0201]","LION:0000038","smart matching"
"[#0868] PE O-32:0|PE O-16:0_16:0","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]","LION:0000039","smart matching"
"[#0869] PE O-32:1","PE(O-32:1)","LION:0001350","direct"
"[#0870] PE O-33:6","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]","LION:0000039","smart matching"
"[#0871] PE O-34:1|PE O-16:0_18:1","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]","LION:0000039","smart matching"
"[#0872] PE O-34:4","PE(O-34:4)","LION:0001370","direct"
"[#0873] PE O-36:1|PE O-18:0_18:1","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]","LION:0000039","smart matching"
"[#0874] PE O-36:3|PE O-16:0_20:3","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]","LION:0000039","smart matching"
"[#0875] PE O-36:4|PE O-16:0_20:4","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]","LION:0000039","smart matching"
"[#0876] PE O-36:5|PE O-16:1_20:4","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]","LION:0000039","smart matching"
"[#0877] PE O-36:6|PE O-16:1_20:5","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]","LION:0000039","smart matching"
"[#0878] PE O-36:9","PE(O-36:9)","LION:0001357","direct"
"[#0879] PE O-38:4|PE O-16:0_22:4","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]","LION:0000039","smart matching"
"[#0880] PE O-38:4|PE O-18:0_20:4","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]","LION:0000039","smart matching"
"[#0881] PE O-38:5|PE O-16:1_22:4","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]","LION:0000039","smart matching"
"[#0882] PE O-38:5|PE O-18:1_20:4","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]","LION:0000039","smart matching"
"[#0883] PE O-40:4|PE O-18:0_22:4","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]","LION:0000039","smart matching"
"[#0884] PE O-40:4|PE O-20:0_20:4","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]","LION:0000039","smart matching"
"[#0885] PE O-40:5|PE O-18:0_22:5","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]","LION:0000039","smart matching"
"[#0886] PE O-40:5|PE O-18:1_22:4","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]","LION:0000039","smart matching"
"[#0887] PE O-42:4|PE O-20:0_22:4","1-alkyl,2-acylglycerophosphoethanolamines [GP0202]","LION:0000039","smart matching"
"[#0888] PE O-51:4","PE(O-51:4)","LION:0072011","direct"
"[#0889] PE P-38:6","PE(P-38:6)","LION:0015974","direct"
"[#0890] PE P-40:4|PE P-18:0_22:4","1-(1z-alkenyl),2-acylglycerophosphoethanolamines [GP0203]","LION:0000040","smart matching"
"[#0891] PE P-40:6","PE(P-40:6)","LION:0016011","direct"
"[#0892] PEtOH 35:9","not found","not found",""
"[#0893] PEtOH 42:6|PEtOH 20:2_22:4","not found","not found",""
"[#0894] PG 16:0","diacylglycerophosphoglycerols [GP0401]","LION:0000059","smart matching"
"[#0894] PG 16:0","C16:0","LION:0002882","smart matching"
"[#0895] PG 35:3|PG 16:1_19:2","diacylglycerophosphoglycerols [GP0401]","LION:0000059","smart matching"
"[#0896] PG 36:1|PG 16:0_20:1","diacylglycerophosphoglycerols [GP0401]","LION:0000059","smart matching"
"[#0897] PI 34:0;O3|PI 16:0_18:0;O3","diacylglycerophosphoinositols [GP0601]","LION:0000047","smart matching"
"[#0898] PI 34:2;O3|PI 16:0_18:2;O3","diacylglycerophosphoinositols [GP0601]","LION:0000047","smart matching"
"[#0899] PI 36:0;O3|PI 18:0_18:0;O3","diacylglycerophosphoinositols [GP0601]","LION:0000047","smart matching"
"[#0900] PI 36:1;O3|PI 18:0_18:1;O3","diacylglycerophosphoinositols [GP0601]","LION:0000047","smart matching"
"[#0901] PI 40:4","PI(40:4)","LION:0000496","direct"
"[#0902] PI 42:4|PI 20:0_22:4","diacylglycerophosphoinositols [GP0601]","LION:0000047","smart matching"
"[#0903] PI O-38:4|PI O-18:0_20:4","1-alkyl,2-acylglycerophosphoinositols [GP0602]","LION:0000048","smart matching"
"[#0904] PI O-40:4|PI O-18:0_22:4","1-alkyl,2-acylglycerophosphoinositols [GP0602]","LION:0000048","smart matching"
"[#0905] PMeOH 52:0","not found","not found",""
"[#0906] PS 16:0","diacylglycerophosphoserines [GP0301]","LION:0000053","smart matching"
"[#0906] PS 16:0","C16:0","LION:0002882","smart matching"
"[#0907] PS 37:4","PS(37:4)","LION:0092577","direct"
"[#0908] PS 39:4","PS(39:4)","LION:0092587","direct"
"[#0909] PS 39:4|PS 17:0_22:4","diacylglycerophosphoserines [GP0301]","LION:0000053","smart matching"
"[#0910] PS 40:4","PS(40:4)","LION:0000377","direct"
"[#0911] PS 40:4|PS 18:0_22:4","diacylglycerophosphoserines [GP0301]","LION:0000053","smart matching"
"[#0912] PS O-38:4|PS O-16:0_22:4","1-alkyl,2-acylglycerophosphoserines [GP0302]","LION:0000054","smart matching"
"[#0913] PS O-40:4|PS O-18:0_22:4","1-alkyl,2-acylglycerophosphoserines [GP0302]","LION:0000054","smart matching"
"[#0914] Retinol palmitate","not found","not found",""
"[#0915] Ricinoleic acid","not found","not found",""
"[#0916] SE 24:1;O3/18:5","C24:1","LION:0002939","smart matching"
"[#0917] SE 24:1;O3/20:5","C24:1","LION:0002939","smart matching"
"[#0918] SE 24:1;O4/13:1","C24:1","LION:0002939","smart matching"
"[#0919] SE 24:1;O4/23:1","C24:1","LION:0002939","smart matching"
"[#0920] SE 24:2;O4/19:2;O","C24:2","LION:0002940","smart matching"
"[#0921] SE 24:2;O4/21:0;O","C24:2","LION:0002940","smart matching"
"[#0922] SE 24:2;O4/25:0;O","C24:2","LION:0002940","smart matching"
"[#0923] SE 24:2;O4/25:1;O","C24:2","LION:0002940","smart matching"
"[#0924] SE 24:2;O4/26:0","C24:2","LION:0002940","smart matching"
"[#0925] SE 24:2;O4/26:1","C24:2","LION:0002940","smart matching"
"[#0926] SE 24:2;O4/27:1;O","C24:2","LION:0002940","smart matching"
"[#0927] SE 24:2;O4/28:1","C24:2","LION:0002940","smart matching"
"[#0928] SE 24:2;O4/28:2","C24:2","LION:0002940","smart matching"
"[#0929] SE 24:2;O4/28:3","C24:2","LION:0002940","smart matching"
"[#0930] SE 28:1/15:3","not found","not found",""
"[#0931] SE 28:1/15:4","not found","not found",""
"[#0932] SE 28:1/21:2","C21:2","LION:0022263","smart matching"
"[#0933] SE 28:1/22:4","C22:4","LION:0002935","smart matching"
"[#0934] SE 28:1/8:0","not found","not found",""
"[#0935] SE 28:2/15:4","not found","not found",""
"[#0936] SE 28:4/28:0","not found","not found",""
"[#0937] SE 29:1/16:0","C16:0","LION:0002882","smart matching"
"[#0938] SHexCer 28:2;O3","sulfoglycosphingolipids (sulfatides) [SP0602]","LION:0000088","smart matching"
"[#0939] SHexCer 33:3;O3|SHexCer 18:2;O2/15:1;O","sulfoglycosphingolipids (sulfatides) [SP0602]","LION:0000088","smart matching"
"[#0940] SHexCer 45:5;O2","sulfoglycosphingolipids (sulfatides) [SP0602]","LION:0000088","smart matching"
"[#0941] SHexCer 47:0;O3","sulfoglycosphingolipids (sulfatides) [SP0602]","LION:0000088","smart matching"
"[#0942] SL 26:3;O","C26:3","LION:0002983","smart matching"
"[#0943] SL 27:2;O2","not found","not found",""
"[#0944] SL 31:6;O2","not found","not found",""
"[#0945] SM 23:3;O3","ceramide phosphocholines (sphingomyelins) [SP0301]","LION:0000084","smart matching"
"[#0945] SM 23:3;O3","C23:3","LION:0022269","smart matching"
"[#0946] SM 34:0;O3","ceramide phosphocholines (sphingomyelins) [SP0301]","LION:0000084","smart matching"
"[#0947] SM 34:4;O3","ceramide phosphocholines (sphingomyelins) [SP0301]","LION:0000084","smart matching"
"[#0948] SM 36:0;O3","ceramide phosphocholines (sphingomyelins) [SP0301]","LION:0000084","smart matching"
"[#0949] SM 36:1;O3","ceramide phosphocholines (sphingomyelins) [SP0301]","LION:0000084","smart matching"
"[#0950] SM 36:5;O3","ceramide phosphocholines (sphingomyelins) [SP0301]","LION:0000084","smart matching"
"[#0951] SM 37:2;O3","ceramide phosphocholines (sphingomyelins) [SP0301]","LION:0000084","smart matching"
"[#0952] SM 37:4;O2|SM 15:2;O2/22:2","ceramide phosphocholines (sphingomyelins) [SP0301]","LION:0000084","smart matching"
"[#0953] SM 38:3;O3","ceramide phosphocholines (sphingomyelins) [SP0301]","LION:0000084","smart matching"
"[#0954] SM 38:4;O3","ceramide phosphocholines (sphingomyelins) [SP0301]","LION:0000084","smart matching"
"[#0955] SM 38:5;O3","ceramide phosphocholines (sphingomyelins) [SP0301]","LION:0000084","smart matching"
"[#0956] SM 39:0;O2","ceramide phosphocholines (sphingomyelins) [SP0301]","LION:0000084","smart matching"
"[#0957] SM 39:3;O3","ceramide phosphocholines (sphingomyelins) [SP0301]","LION:0000084","smart matching"
"[#0958] SM 40:2;O3","ceramide phosphocholines (sphingomyelins) [SP0301]","LION:0000084","smart matching"
"[#0959] SM 40:3;O2","ceramide phosphocholines (sphingomyelins) [SP0301]","LION:0000084","smart matching"
"[#0960] SM 41:4;O2","ceramide phosphocholines (sphingomyelins) [SP0301]","LION:0000084","smart matching"
"[#0961] SM 42:3;O3","ceramide phosphocholines (sphingomyelins) [SP0301]","LION:0000084","smart matching"
"[#0962] SM 42:4;O3","ceramide phosphocholines (sphingomyelins) [SP0301]","LION:0000084","smart matching"
"[#0963] SM 43:1;O3","ceramide phosphocholines (sphingomyelins) [SP0301]","LION:0000084","smart matching"
"[#0964] SM 43:4;O3","ceramide phosphocholines (sphingomyelins) [SP0301]","LION:0000084","smart matching"
"[#0965] SM 43:9;O2","ceramide phosphocholines (sphingomyelins) [SP0301]","LION:0000084","smart matching"
"[#0966] SM 44:9;O2","ceramide phosphocholines (sphingomyelins) [SP0301]","LION:0000084","smart matching"
"[#0967] SM 48:11;O2","ceramide phosphocholines (sphingomyelins) [SP0301]","LION:0000084","smart matching"
"[#0968] ST 24:1;O5","C24:1","LION:0002939","smart matching"
"[#0969] ST 27:1;O","not found","not found",""
"[#0970] ST 27:1;O;S","not found","not found",""
"[#0971] ST 27:2;O","not found","not found",""
"[#0972] ST 28:1;O","not found","not found",""
"[#0973] ST 28:2;O","not found","not found",""
"[#0974] ST 28:4;O","not found","not found",""
"[#0975] ST 29:1;O","not found","not found",""
"[#0976] ST 29:2;O","not found","not found",""
"[#0977] TG 24:0|TG 8:0_8:0_8:0","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#0977] TG 24:0|TG 8:0_8:0_8:0","C24:0","LION:0002938","smart matching"
"[#0978] TG 25:0|TG 8:0_8:0_9:0","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#0978] TG 25:0|TG 8:0_8:0_9:0","C25:0","LION:0022272","smart matching"
"[#0979] TG 26:1;O|TG 9:0_9:0_8:1;O","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#0979] TG 26:1;O|TG 9:0_9:0_8:1;O","C26:1","LION:0002981","smart matching"
"[#0980] TG 27:1;O|TG 8:0_10:0_9:1;O","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#0981] TG 30:0|TG 10:0_10:0_10:0","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#0982] TG 30:0|TG 8:0_10:0_12:0","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#0983] TG 42:0|TG 14:0_14:0_14:0","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#0984] TG 44:0|TG 14:0_14:0_16:0","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#0985] TG 46:0|TG 14:0_16:0_16:0","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#0986] TG 46:1|TG 14:0_16:0_16:1","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#0987] TG 46:2;O3|TG 12:0_16:0_18:2;O3","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#0988] TG 46:2|TG 14:0_16:1_16:1","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#0989] TG 46:2|TG 16:0_14:1_16:1","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#0990] TG 46:3|TG 14:0_14:0_18:3","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#0991] TG 47:0|TG 15:0_16:0_16:0","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#0992] TG 48:0|TG 16:0_16:0_16:0","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#0993] TG 48:1|TG 16:0_16:0_16:1","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#0994] TG 48:2|TG 14:0_16:0_18:2","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#0995] TG 48:2|TG 14:0_16:1_18:1","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#0996] TG 48:2|TG 16:0_16:1_16:1","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#0997] TG 48:3|TG 16:1_16:1_16:1","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#0998] TG 48:4|TG 14:0_16:1_18:3","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#0999] TG 48:5|TG 14:0_14:0_20:5","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1000] TG 48:5|TG 14:0_16:1_18:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1001] TG 49:3|TG 15:0_16:0_18:3","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1002] TG 49:7|TG 16:0_18:3_15:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1003] TG 50:0|TG 16:0_16:0_18:0","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1004] TG 50:1|TG 16:0_16:0_18:1","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1005] TG 50:2|TG 16:0_16:0_18:2","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1006] TG 50:3;O2|TG 16:0_16:0_18:3;O2","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1007] TG 50:3|TG 16:0_16:0_18:3","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1008] TG 50:3|TG 16:0_16:1_18:2","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1009] TG 50:4|TG 16:0_16:1_18:3","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1010] TG 50:5|TG 16:1_16:1_18:3","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1011] TG 50:6|TG 14:0_18:3_18:3","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1012] TG 50:7|TG 14:0_18:3_18:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1013] TG 50:8|TG 15:0_15:4_20:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1014] TG 51:2|TG 16:0_16:0_19:2","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1015] TG 51:2|TG 17:0_17:1_17:1","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1016] TG 51:4|TG 15:0_16:0_20:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1017] TG 51:7;O|TG 18:2_17:4_16:1;O","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1018] TG 51:7|TG 16:0_18:3_17:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1019] TG 51:8|TG 16:0_15:4_20:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1020] TG 52:0|TG 16:0_18:0_18:0","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1021] TG 52:1|TG 16:0_18:0_18:1","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1022] TG 52:2|TG 16:0_18:1_18:1","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1023] TG 52:3|TG 16:0_16:0_20:3","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1024] TG 52:3|TG 16:0_18:1_18:2","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1025] TG 52:4;O2|TG 16:0_16:0_20:4;O2","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1026] TG 52:4|TG 16:0_16:0_20:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1027] TG 52:5|TG 16:0_16:0_20:5","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1028] TG 52:5|TG 16:0_18:2_18:3","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1029] TG 52:6|TG 14:0_16:0_22:6","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1030] TG 52:6|TG 16:0_18:3_18:3","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1031] TG 52:7|TG 16:0_18:3_18:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1032] TG 52:8|TG 16:0_18:4_18:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1033] TG 52:8|TG 16:1_18:3_18:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1034] TG 52:9|TG 16:2_16:2_20:5","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1035] TG 53:2|TG 19:0_19:0_15:2","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1036] TG 53:4|TG 17:0_17:0_19:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1037] TG 53:7;O2|TG 17:2_20:3_16:2;O2","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1038] TG 54:0|TG 16:0_16:0_22:0","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1039] TG 54:10|TG 18:3_18:3_18:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1040] TG 54:11|TG 18:3_18:4_18:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1041] TG 54:2|TG 18:0_18:1_18:1","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1042] TG 54:3|TG 18:1_18:1_18:1","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1043] TG 54:4|TG 16:0_16:0_22:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1044] TG 54:5|TG 16:0_16:0_22:5","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1045] TG 54:5|TG 18:1_18:2_18:2","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1046] TG 54:6;O3|TG 18:0_20:5_16:1;O3","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1047] TG 54:6|TG 16:0_16:0_22:6","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1048] TG 54:6|TG 18:2_18:2_18:2","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1049] TG 54:7|TG 16:0_18:3_20:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1050] TG 54:8|TG 16:0_18:3_20:5","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1051] TG 54:9|TG 18:3_18:3_18:3","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1052] TG 55:8|TG 16:0_18:3_21:5","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1053] TG 55:8|TG 18:0_15:4_22:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1054] TG 56:0|TG 16:0_16:0_24:0","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1055] TG 56:10|TG 16:0_20:5_20:5","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1056] TG 56:10|TG 18:3_18:3_20:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1057] TG 56:11|TG 18:3_18:3_20:5","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1058] TG 56:12|TG 18:3_18:4_20:5","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1059] TG 56:1;O3|TG 18:0_22:0_16:1;O3","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1060] TG 56:3|TG 18:0_20:0_18:3","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1061] TG 56:4|TG 16:0_18:0_22:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1062] TG 56:5|TG 16:0_18:0_22:5","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1063] TG 56:6|TG 16:0_18:1_22:5","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1064] TG 56:6|TG 16:0_20:3_20:3","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1065] TG 56:7|TG 16:0_18:3_22:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1066] TG 56:8|TG 16:0_20:4_20:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1067] TG 56:9|TG 16:0_20:4_20:5","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1068] TG 56:9|TG 18:3_18:3_20:3","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1069] TG 57:3|TG 16:0_23:0_18:3","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1070] TG 58:10|TG 18:3_18:3_22:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1071] TG 58:11|TG 18:3_18:3_22:5","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1072] TG 58:11|TG 18:3_20:4_20:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1073] TG 58:12|TG 18:3_18:3_22:6","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1074] TG 58:12|TG 18:3_18:4_22:5","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1075] TG 58:13|TG 18:3_20:5_20:5","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1076] TG 58:1;O3|TG 20:0_20:0_18:1;O3","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1077] TG 58:4|TG 18:0_18:0_22:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1078] TG 58:5|TG 18:0_18:0_22:5","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1079] TG 58:6|TG 18:0_20:3_20:3","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1080] TG 58:6|TG 22:0_18:3_18:3","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1081] TG 58:8|TG 18:0_20:4_20:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1082] TG 58:9|TG 16:0_20:4_22:5","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1083] TG 58:9|TG 18:1_20:4_20:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1084] TG 60:10|TG 16:0_22:5_22:5","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1085] TG 60:10|TG 18:1_20:4_22:5","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1086] TG 60:12|TG 20:4_20:4_20:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1087] TG 60:13|TG 20:4_20:4_20:5","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1088] TG 60:4|TG 18:0_20:0_22:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1089] TG 60:5;O|TG 20:2_20:2_20:1;O","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1090] TG 60:6|TG 20:0_20:3_20:3","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1091] TG 61:2;O2|TG 16:0_16:0_12:0;O(FA 17:1)","C12:0","LION:0000254","smart matching"
"[#1091] TG 61:2;O2|TG 16:0_16:0_12:0;O(FA 17:1)","C16:0","LION:0002882","smart matching"
"[#1091] TG 61:2;O2|TG 16:0_16:0_12:0;O(FA 17:1)","C17:1","LION:0022234","smart matching"
"[#1092] TG 61:4;O2|TG 16:0_18:3_9:0;O(FA 18:0)","C16:0","LION:0002882","smart matching"
"[#1092] TG 61:4;O2|TG 16:0_18:3_9:0;O(FA 18:0)","C18:0","LION:0002921","smart matching"
"[#1092] TG 61:4;O2|TG 16:0_18:3_9:0;O(FA 18:0)","C18:3","LION:0002924","smart matching"
"[#1093] TG 61:8;O|TG 21:2_21:2_19:4;O","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1094] TG 62:10;O2|TG 18:3_18:3_8:0;O(FA 18:3)","C18:3","LION:0002924","smart matching"
"[#1095] TG 62:4|TG 16:0_26:0_20:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1096] TG 62:8|TG 18:0_22:4_22:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1097] TG 63:2;O2|TG 16:0_16:0_15:1;O(FA 16:0)","C16:0","LION:0002882","smart matching"
"[#1097] TG 63:2;O2|TG 16:0_16:0_15:1;O(FA 16:0)","C15:1","LION:0022230","smart matching"
"[#1098] TG 63:6;O2|TG 16:0_20:4_9:0;O(FA 18:1)","C16:0","LION:0002882","smart matching"
"[#1098] TG 63:6;O2|TG 16:0_20:4_9:0;O(FA 18:1)","C18:1","LION:0002922","smart matching"
"[#1098] TG 63:6;O2|TG 16:0_20:4_9:0;O(FA 18:1)","C20:4","LION:0002929","smart matching"
"[#1099] TG 64:12|TG 20:4_22:4_22:4","triacylglycerols [GL0301]","LION:0000622","smart matching"
"[#1100] TG 64:14|TG 20:4_22:5_22:5","triacylglycerols [GL0301]","LION:0000622","smart matching"
